,optic name,screen,optics x (mm),optics y (mm),theoretical sigma_x,theoretical sigma_y,BTV total intensity,BTV BQM.BunchLengthMean,BTV BTV660524fit.sx,BTV BTV660524fit.sy,% difference sigma_x,% difference sigma_y
54,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5155757954915411,0.5073076323638761,6.739145513629528,76.55399699190187
55,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5151611774611314,0.5070613217632449,6.658784976142161,76.51254413200726
56,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5142547749397535,0.5118469665502627,6.4828746790241425,77.31299263323176
57,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.518664727,0.5065011572447266,7.335740502583709,76.41816747494228
58,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5150932815815984,0.5058696841821577,6.645619147806764,76.31160361618524
59,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5108363376197628,0.5034359055198651,5.8165505406130995,75.89916792
60,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5117471700526907,0.5045673553275174,5.994538639191224,76.09124850815518
61,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.520930999,0.5063844177073086,7.771110296206779,76.39848100145441
62,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5097350636270995,0.5031566932095409,5.600911133278659,75.85167579
63,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5097271826531209,0.5053076815250178,5.599366241348068,76.21660851169871
64,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5167691898865459,0.5082721756089088,6.970074708516164,76.71605734124381
65,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5178507896237678,0.5044144717092061,7.178894709438351,76.06532896925177
66,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5134967302621825,0.5044350467605232,6.335510981218133,76.06881784784558
67,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5105382929255501,0.5010898031003794,5.758237924571371,75.49897804072917
68,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5104596332518639,0.5038151350958413,5.742842272447829,75.96361414558851
69,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5092895805061689,0.5041725553491281,5.513545395708327,76.02429286058535
70,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5172827527109922,0.5064121398454002,7.069282529381466,76.40315651618324
71,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5103410244946994,0.5034310329902317,5.719622977272533,75.89833944276043
72,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.516699012,0.5021974987137706,6.956510133590449,75.68824598533385
73,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5063457452982925,0.5053368019915839,4.934236475046725,76.22153431789674
74,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5039800584873031,0.502701484,4.466192707129173,75.7741698
75,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5099165428663341,0.5044769740856969,5.636479362313292,76.07592678947088
76,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5088380851286957,0.5045647204451978,5.424920407,76.09080188804937
77,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5082139097354146,0.5020012141835828,5.30226659,75.65474951947392
78,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.512117087,0.5046288096085647,6.066731923881629,76.10166427177717
79,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5119290073617305,0.5021612887130319,6.030032868716755,75.68206801207104
80,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5099767912439163,0.5019341820980712,5.648284601787437,75.64330618
81,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5091307821815718,0.5009948648428227,5.482383740067621,75.48272946553503
82,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5095072415952019,0.5056699656984426,5.556241718538173,76.27786197872199
83,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5169033793092677,0.5053154695241117,6.996006679778237,76.21792591
84,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5115806042094088,0.5035701837943769,5.962013963740699,75.92199480675772
85,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5034425039189365,0.4999167060107438,4.359525866968071,75.29790578968435
86,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5067394010880998,0.4999924308170445,5.0119026839284615,75.31090484855935
87,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.6680889855301245,0.6449316501772921,32.36827341232378,96.05082012005832
88,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5272810214230993,0.5305277822587842,8.980587540998851,80.34068972495336
89,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.534538173,0.5333558635044502,10.344340806507152,80.78607605096829
90,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5325158451436468,0.5316141857390215,9.966268963743392,80.51217736
91,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5317993569527543,0.5328857423924683,9.831960441410802,80.71226794873111
92,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5368096284626314,0.5356568786633643,10.767197101751183,81.14601738429431
93,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5341305005705566,0.532325444,10.268248058129199,80.62418278452265
94,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5397374801437802,0.5358633037889383,11.309474991271383,81.17820167457634
95,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5368414959754755,0.5369394777602972,10.773116175332728,81.34570891082684
96,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5408670516334867,0.5352742068292446,11.517857055415098,81.08630785881087
97,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5685134601043251,0.5870542013687946,16.47832453013362,88.65524906
98,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5383852285821342,0.5389119853168263,11.059406387275846,81.65150812985856
99,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5393938198841816,0.5363887634788631,11.245985490299862,81.26004889051235
